Matricula,Modelo,Clasificación Energética, Consumo MIN, Consumo MAX, Emisiones MIN (gCO2/km), Emisiones MAX (gCO2/km), Motorización,kw_minimo,kw_maximo
4961 AAA,Audi A5 CABRIO 35 TDI 120 kW (163 CV) S tronic 7 vel. Advanced MY23,C,5.4,5.6,143.0,147.0,Gasóleo,120.0,120.0
4962 AAA,Audi A5 CABRIO 35 TDI 120 kW (163 CV) S tronic 7 vel. S line MY23,C,5.5,5.6,143.0,147.0,Gasóleo,120.0,120.0
4963 AAA,Audi A5 CABRIO 40 TDI 140 kW (190 CV) S tronic MY 20,D,6.0,6.1,158.0,159.0,Gasóleo,140.0,140.0
4964 AAA,Audi A5 CABRIO 40 TDI 150 kW (204 CV) S tronic 7 vel. Advanced MY23,D,5.8,6.0,151.0,158.0,Gasóleo,150.0,150.0
4965 AAA,Audi A5 CABRIO 40 TDI 150 kW (204 CV) S tronic 7 vel. S line MY23,D,5.8,6.1,152.0,159.0,Gasóleo,150.0,150.0
4966 AAA,Audi A5 CABRIO 40 TDI quattro 140 kW (190 CV) S tronic MY 20,E,6.5,6.5,171.0,171.0,Gasóleo,140.0,140.0
4967 AAA,Audi A5 CABRIO 40 TDI quattro-ultra 150 kW (204 CV) S tronic 7 vel. Advanced MY23,D,6.0,6.2,156.0,163.0,Gasóleo,150.0,150.0
4968 AAA,Audi A5 CABRIO 40 TDI quattro-ultra 150 kW (204 CV) S tronic 7 vel. S line MY23,D,5.8,6.1,152.0,159.0,Gasóleo,150.0,150.0
4969 AAA,Audi A5 CABRIO 50 TDI quattro 210 kW (286 CV) tiptronic MY 20,G,7.6,7.6,199.0,200.0,Gasóleo,210.0,210.0
4970 AAA,Audi A5 COUPÉ 35 TDI 110 kW (150CV) S tronic MY19,D,5.4,6.0,141.0,158.0,Gasóleo,110.0,110.0
4971 AAA,Audi A5 COUPÉ 35 TDI 120 kW (163 CV) S tronic 7 vel. Advanced MY23,B,4.8,5.4,126.0,142.0,Gasóleo,120.0,120.0
4972 AAA,Audi A5 COUPÉ 35 TDI 120 kW (163 CV) S tronic 7 vel. S line/Black line MY23,B,4.8,5.4,127.0,143.0,Gasóleo,120.0,120.0
4973 AAA,Audi A5 COUPÉ 40 TDI 140 kW (190 CV) S tronic MY 20,C,5.4,5.5,143.0,143.0,Gasóleo,140.0,140.0
4974 AAA,Audi A5 COUPÉ 40 TDI 140 kW (190 CV) S tronic MY19,C,5.2,5.9,137.0,155.0,Gasóleo,140.0,140.0
4975 AAA,Audi A5 COUPÉ 40 TDI 150 kW (204 CV) S tronic 7 vel. Advanced MY23,C,5.1,5.8,133.0,151.0,Gasóleo,150.0,150.0
4976 AAA,Audi A5 COUPÉ 40 TDI 150 kW (204 CV) S tronic 7 vel. S line /Black line MY23,C,5.1,5.8,134.0,151.0,Gasóleo,150.0,150.0
4977 AAA,Audi A5 COUPÉ 40 TDI quattro 140 kW (190 CV) S tronic MY 20,D,5.7,6.4,150.0,167.0,Gasóleo,140.0,140.0
4978 AAA,Audi A5 COUPÉ 40 TDI quattro 140 kW (190 CV) S tronic MY19,D,5.9,6.4,154.0,167.0,Gasóleo,140.0,140.0
4979 AAA,Audi A5 COUPÉ 40 TDI quattro-ultra 150 kW (204 CV) S line/Black line MY23,C,5.3,6.0,138.0,156.0,Gasóleo,150.0,150.0
4980 AAA,Audi A5 COUPÉ 40 TDI quattro-ultra 150 kW (204 CV) S tronic 7 vel. Advanced MY23,C,5.2,5.9,137.0,156.0,Gasóleo,150.0,150.0
4981 AAA,Audi A5 COUPÉ 45 TDI quattro 170 kW (231 CV) tiptronic MY19,F,6.7,7.3,174.0,191.0,Gasóleo,170.0,170.0
4982 AAA,Audi A5 COUPÉ 50 TDI quattro 210 kW (286 CV) tiptronic 8 vel. S line/Black Line MY21,F,7.1,7.1,187.0,187.0,Gasóleo,210.0,210.0
4983 AAA,Audi A5 COUPÉ 50 TDI quattro 210 kW (286 CV) tiptronic MY 20,F,7.2,7.3,188.0,190.0,Gasóleo,210.0,210.0
4984 AAA,Audi A5 COUPÉ 50 TDI quattro 210 kW (286CV) tiptronic MY19,F,6.9,7.5,179.0,197.0,Gasóleo,210.0,210.0
4985 AAA,Audi A5 COUPÉ Advanced 35 TDI 120(163) kW(CV) S tronic MY25,B,4.8,5.4,126.0,142.0,Gasóleo,,
4986 AAA,Audi A5 COUPÉ Advanced 40 TDI 150(204) kW(CV) S tronic MY25,C,5.1,5.8,133.0,151.0,Gasóleo,,
4987 AAA,Audi A5 COUPÉ Advanced 40 TDI quattro 150(204) kW(CV) S tronic MY25,C,5.2,5.9,137.0,156.0,Gasóleo,,
4988 AAA,Audi A5 COUPÉ Black line edition 35 TDI 120(163) kW(CV) S tronic MY25,C,5.2,5.4,135.0,142.0,Gasóleo,,
4989 AAA,Audi A5 COUPÉ Black line edition 40 TDI 150(204) kW(CV) S tronic MY25,C,5.4,5.8,143.0,151.0,Gasóleo,,
4990 AAA,Audi A5 COUPÉ Black line edition 40 TDI quattro 150(204) kW(CV) S tronic MY25,D,5.6,6.0,147.0,156.0,Gasóleo,,
4991 AAA,Audi A5 COUPÉ S line 35 TDI 120(163) kW(CV) S tronic MY25,B,4.8,5.4,127.0,142.0,Gasóleo,,
4992 AAA,Audi A5 COUPÉ S line 40 TDI 150(204) kW(CV) S tronic MY25,C,5.1,5.8,134.0,151.0,Gasóleo,,
4993 AAA,Audi A5 COUPÉ S line 40 TDI quattro 150(204) kW(CV) S tronic MY25,C,5.3,6.0,138.0,156.0,Gasóleo,,
4994 AAA,Audi A5 COUPÉ S5 Coupe TDI 251(341) kW(CV) tiptronic MY25,F,7.0,7.3,183.0,191.0,Gasóleo,,
4995 AAA,Audi A5 COUPÉ S5 TDI quattro 251 kW (341 CV) Triptonic 8 vel. S MY23,F,7.0,7.3,183.0,191.0,Gasóleo,251.0,251.0
4996 AAA,Audi A5 Sedan Advanced TDI 150 kW S tronic MY25,B,4.8,5.0,126.0,132.0,Gasóleo,150.0,150.0
4997 AAA,Audi A5 Sedan Advanced TDI quattro 150 kW S tronic MY25,B,5.0,5.2,132.0,136.0,Gasóleo,150.0,150.0
4998 AAA,Audi A5 Sedan Black line TDI 150 kW S tronic MY25,B,4.9,5.4,128.0,142.0,Gasóleo,150.0,150.0
4999 AAA,Audi A5 Sedan Black line TDI quattro 150 kW S tronic MY25,B,5.1,5.5,134.0,145.0,Gasóleo,150.0,150.0
5000 AAA,Audi A5 Sedan Business TDI 150 kW S tronic MY25,B,4.8,4.9,125.0,130.0,Gasóleo,150.0,150.0
5001 AAA,Audi A5 Sedan Business TDI quattro 150 kW S tronic MY25,B,5.1,5.1,133.0,135.0,Gasóleo,150.0,150.0
5002 AAA,Audi A5 Sedan Launch edition TDI 150 kW S tronic MY25,B,4.8,5.4,127.0,142.0,Gasóleo,150.0,150.0
5003 AAA,Audi A5 Sedan Launch edition TDI quattro 150 kW S tronic MY25,B,5.1,5.5,133.0,144.0,Gasóleo,150.0,150.0
5004 AAA,Audi A5 Sedan S line TDI 150 kW S tronic MY25,B,4.8,5.4,127.0,142.0,Gasóleo,150.0,150.0
5005 AAA,Audi A5 Sedan S line TDI quattro 150 kW S tronic MY25,B,5.1,5.5,133.0,144.0,Gasóleo,150.0,150.0
5006 AAA,Audi A5 SPORTBACK 35 TDI 110 kW (150CV) S tronic MY19,D,5.5,6.1,143.0,159.0,Gasóleo,110.0,110.0
5007 AAA,Audi A5 SPORTBACK 35 TDI 120 kW (163 CV) S tronic 7 vel. Advanced MY22,B,4.9,4.9,128.0,129.0,Gasóleo,120.0,120.0
5008 AAA,Audi A5 SPORTBACK 35 TDI 120 kW (163 CV) S tronic 7 vel. Advanced MY23,C,4.9,5.5,128.0,144.0,Gasóleo,120.0,120.0
5009 AAA,Audi A5 SPORTBACK 35 TDI 120 kW (163 CV) S tronic 7 vel. S line/Black line MY22,B,4.9,5.4,129.0,140.0,Gasóleo,120.0,120.0
5010 AAA,Audi A5 SPORTBACK 35 TDI 120 kW (163 CV) S tronic 7 vel. S line/Black line/ Black limited MY23,C,4.9,5.5,129.0,145.0,Gasóleo,120.0,120.0
5011 AAA,Audi A5 SPORTBACK 40 TDI 140 kW (190 CV) S tronic 7 vel. MY21,B,5.1,5.2,134.0,135.0,Gasóleo,140.0,140.0
5012 AAA,Audi A5 SPORTBACK 40 TDI 140 kW (190 CV) S tronic MY 20,C,5.2,6.0,136.0,157.0,Gasóleo,140.0,140.0
5013 AAA,Audi A5 SPORTBACK 40 TDI 140 kW (190 CV) S tronic MY19,C,5.3,6.0,139.0,157.0,Gasóleo,140.0,140.0
5014 AAA,Audi A5 SPORTBACK 40 TDI 150 kW (204 CV) S tronic 7 vel. Advanced MY23,C,5.2,5.8,135.0,153.0,Gasóleo,150.0,150.0
5015 AAA,Audi A5 SPORTBACK 40 TDI 150 kW (204 CV) S tronic 7 vel. S line/Black line MY22,C,5.2,5.7,137.0,149.0,Gasóleo,150.0,150.0
5016 AAA,Audi A5 SPORTBACK 40 TDI 150 kW (204 CV) S tronic 7 vel. S line/Black line MY23,C,5.2,5.9,136.0,153.0,Gasóleo,150.0,150.0
5017 AAA,Audi A5 SPORTBACK 40 TDI 150 kW (205CV) S tronic 7 vel. Advanced MY21,C,5.2,5.3,138.0,138.0,Gasóleo,150.0,150.0
5018 AAA,Audi A5 SPORTBACK 40 TDI 150 kW (205CV) S tronic 7 vel. S line/Black Line MY21,C,5.3,5.6,138.0,148.0,Gasóleo,150.0,150.0
5019 AAA,Audi A5 SPORTBACK 40 TDI quattro 140 kW (190 CV) S tronic 7 vel. S line/Black Line MY21,D,6.3,6.3,164.0,164.0,Gasóleo,140.0,140.0
5020 AAA,Audi A5 SPORTBACK 40 TDI quattro 140 kW (190 CV) S tronic MY 20,D,5.8,6.5,152.0,169.0,Gasóleo,140.0,140.0
5021 AAA,Audi A5 SPORTBACK 40 TDI quattro 140 kW (190 CV) S tronic MY19,D,5.9,6.4,156.0,168.0,Gasóleo,140.0,140.0
5022 AAA,Audi A5 SPORTBACK 40 TDI quattro-ultra 150 kW (204 CV) S tronic 7 vel. S line/Black line MY22,C,5.6,5.7,147.0,149.0,Gasóleo,150.0,150.0
5023 AAA,Audi A5 SPORTBACK 40 TDI quattro-ultra 150 kW (204 CV) S tronic 7 vel. S line/Black line/Black limited MY23,C,5.4,6.0,141.0,158.0,Gasóleo,150.0,150.0
5024 AAA,Audi A5 SPORTBACK 40 TDI quattro-ultra 150 kW (204 CV) S tronic Advanced MY23,C,5.3,6.0,140.0,158.0,Gasóleo,150.0,150.0
5025 AAA,Audi A5 SPORTBACK 45 TDI quattro 170 kW (231 CV) tiptronic MY19,F,6.8,7.4,177.0,192.0,Gasóleo,170.0,170.0
5026 AAA,Audi A5 SPORTBACK 50 TDI quattro 210 kW (286 CV) tiptronic 8 vel. Advanced MY21,F,7.2,7.2,189.0,189.0,Gasóleo,210.0,210.0
5027 AAA,Audi A5 SPORTBACK 50 TDI quattro 210 kW (286 CV) tiptronic 8 vel. S line/Black Line MY21,F,7.3,7.4,190.0,193.0,Gasóleo,210.0,210.0
5028 AAA,Audi A5 SPORTBACK 50 TDI quattro 210 kW (286 CV) tiptronic MY19,F,7.0,7.5,182.0,197.0,Gasóleo,210.0,210.0
5029 AAA,Audi A5 SPORTBACK Advanced 35 TDI 120(163) kW(CV) S tronic MY25,C,4.9,5.5,128.0,144.0,Gasóleo,,
5030 AAA,Audi A5 SPORTBACK Advanced 40 TDI 150(204) kW(CV) S tronic MY25,C,5.2,5.8,135.0,153.0,Gasóleo,,
5031 AAA,Audi A5 SPORTBACK Advanced 40 TDI quattro 150(204) kW(CV) S tronic MY25,C,5.3,6.0,140.0,158.0,Gasóleo,,
5032 AAA,Audi A5 SPORTBACK Black limited 35 TDI 120(163) kW(CV) S tronic MY25,C,5.4,5.5,141.0,144.0,Gasóleo,,
5033 AAA,Audi A5 SPORTBACK Black limited 40 TDI quattro 150(204) kW(CV) S tronic MY25,D,5.9,6.0,154.0,157.0,Gasóleo,,
5034 AAA,Audi A5 SPORTBACK Black line edition 35 TDI 120(163) kW(CV) S tronic MY25,C,5.2,5.5,138.0,144.0,Gasóleo,,
5035 AAA,Audi A5 SPORTBACK Black line edition 40 TDI 150(204) kW(CV) S tronic MY25,C,5.5,5.8,145.0,153.0,Gasóleo,,
5036 AAA,Audi A5 SPORTBACK Black line edition 40 TDI quattro 150(204) kW(CV) S tronic MY25,D,5.7,6.0,150.0,158.0,Gasóleo,,
5037 AAA,Audi A5 SPORTBACK S line 35 TDI 120(163) kW(CV) S tronic MY25,C,4.9,5.5,129.0,144.0,Gasóleo,,
5038 AAA,Audi A5 SPORTBACK S line 40 TDI 150(204) kW(CV) S tronic MY25,C,5.2,5.8,136.0,153.0,Gasóleo,,
5039 AAA,Audi A5 SPORTBACK S line 40 TDI quattro 150(204) kW(CV) S tronic MY25,C,5.4,6.0,141.0,158.0,Gasóleo,,
5040 AAA,Audi A5 SPORTBACK S5 Sportback TDI 251(341) kW(CV) tiptronic MY25,F,7.1,7.4,186.0,194.0,Gasóleo,,
5041 AAA,Audi A5 SPORTBACK S5 TDI quattro 251 kW (341 CV) Triptonic 8 vel. S MY23,F,7.1,7.4,186.0,194.0,Gasóleo,251.0,251.0
5042 AAA,Audi A6 40 TDI 150 kW (204 CV) S tronic MY19,C,5.3,6.1,139.0,160.0,Gasóleo,150.0,150.0
5043 AAA,Audi A6 40 TDI quattro 150 kW (204 CV) S tronic MY19,C,5.7,6.3,149.0,166.0,Gasóleo,150.0,150.0
5044 AAA,Audi A6 45 TDI quattro 170 kW (231 CV) tiptronic MY19,E,6.9,7.4,180.0,194.0,Gasóleo,170.0,170.0
5045 AAA,Audi A6 50 TDI quattro 210 kW (286 CV) tiptronic MY19,E,6.9,7.4,180.0,195.0,Gasóleo,210.0,210.0
5046 AAA,Audi A6 ALLROAD 40 TDI quattro 150 kW (204 CV) S tronic 7 vel. Allroad MY22,C,5.9,6.0,154.0,158.0,Gasóleo,150.0,150.0
5047 AAA,Audi A6 ALLROAD 40 TDI quattro 150 kW (204 CV) S tronic 7 vel. Allroad MY23,C,5.8,6.5,153.0,170.0,Gasóleo,150.0,150.0
5048 AAA,Audi A6 ALLROAD 40 TDI quattro 150 kW (204 CV) S tronic 7 vel. Allroad MY25,C,5.8,6.5,153.0,170.0,Gasóleo,150.0,150.0
5049 AAA,Audi A6 ALLROAD 45 TDI quattro 180 kW (245 CV) S tronic 7 vel. Allroad MY23,D,6.7,7.1,174.0,186.0,Gasóleo,180.0,180.0
5050 AAA,Audi A6 ALLROAD 45 TDI quattro 180 kW (245 CV) S tronic 7 vel. Allroad MY25,D,6.7,7.1,174.0,186.0,Gasóleo,180.0,180.0
5051 AAA,Audi A6 ALLROAD 50 TDI quattro 210 kW (286 CV) Triptonic 8 vel. Allroad MY23,D,6.7,7.1,175.0,187.0,Gasóleo,210.0,210.0
5052 AAA,Audi A6 ALLROAD 50 TDI quattro 210 kW (286 CV) Triptonic 8 vel. Allroad MY25,D,6.7,7.1,175.0,187.0,Gasóleo,210.0,210.0
5053 AAA,Audi A6 AVANT 40 TDI 150 kW (204 CV) S tronic 7 vel. Básico MY22,B,5.4,5.5,142.0,144.0,Gasóleo,150.0,150.0
5054 AAA,Audi A6 AVANT 40 TDI 150 kW (204 CV) S tronic 7 vel. Básico MY23,C,5.4,6.1,141.0,161.0,Gasóleo,150.0,150.0
5055 AAA,Audi A6 AVANT 40 TDI 150 kW (204 CV) S tronic 7 vel. S line/Black line MY23,C,5.4,6.1,141.0,161.0,Gasóleo,150.0,150.0
5056 AAA,Audi A6 AVANT 40 TDI 150 kW (204 CV) S tronic 7 vel. Sport MY22,C,5.5,6.0,143.0,156.0,Gasóleo,150.0,150.0
5057 AAA,Audi A6 AVANT 40 TDI 150 kW (204 CV) S tronic 7 vel. Sport MY23,C,5.4,6.1,141.0,161.0,Gasóleo,150.0,150.0
5058 AAA,Audi A6 AVANT 40 TDI 150 kW (204 CV) S tronic MY19,C,5.6,6.4,147.0,168.0,Gasóleo,150.0,150.0
5059 AAA,Audi A6 AVANT 40 TDI 150(204) kW(CV) S tronic MY25,C,5.4,6.2,142.0,162.0,Gasóleo,,
5060 AAA,Audi A6 AVANT 40 TDI quattro 150 kW (204 CV) S tronic MY19,D,6.0,6.6,156.0,172.0,Gasóleo,150.0,150.0
5061 AAA,Audi A6 AVANT 40 TDI quattro 150(204) kW(CV) S tronic MY25,C,5.6,6.4,147.0,167.0,Gasóleo,,
5062 AAA,Audi A6 AVANT 40 TDI quattro-ultra 150 kW (204 CV) S tronic 7 vel. S line/Black line MY23,C,5.6,6.4,146.0,167.0,Gasóleo,150.0,150.0
5063 AAA,Audi A6 AVANT 40 TDI quattro-ultra 150 kW (204 CV) S tronic 7 vel. Sport MY22,C,5.8,6.1,151.0,159.0,Gasóleo,150.0,150.0
5064 AAA,Audi A6 AVANT 40 TDI quattro-ultra 150 kW (204 CV) S tronic 7 vel. Sport MY23,C,5.6,6.4,146.0,167.0,Gasóleo,150.0,150.0
5065 AAA,Audi A6 AVANT 40 TDI quattro-ultra 150 kW (204 CV) S tronic 7 vel.Básico MY23,C,5.6,6.4,146.0,166.0,Gasóleo,150.0,150.0
5066 AAA,Audi A6 AVANT 45 TDI quattro 170 kW (231 CV) tiptronic MY19,E,7.1,7.6,185.0,199.0,Gasóleo,170.0,170.0
5067 AAA,Audi A6 AVANT 45 TDI quattro 180 kW (245 CV) S tronic 7 vel. S line/Black line MY23,D,6.4,7.1,167.0,185.0,Gasóleo,180.0,180.0
5068 AAA,Audi A6 AVANT 45 TDI quattro 180 kW (245 CV) S tronic 7 vel. Sport MY22,D,6.8,6.9,179.0,180.0,Gasóleo,180.0,180.0
5069 AAA,Audi A6 AVANT 45 TDI quattro 180 kW (245 CV) S tronic 7 vel. Sport MY23,D,6.4,7.1,167.0,185.0,Gasóleo,180.0,180.0
5070 AAA,Audi A6 AVANT 50 TDI quattro 210 kW (286 CV) tiptronic MY19,E,7.1,7.6,185.0,200.0,Gasóleo,210.0,210.0
5071 AAA,Audi A6 AVANT Advanced 40 TDI 150(204) kW(CV) S tronic MY25,C,5.4,6.2,142.0,162.0,Gasóleo,,
5072 AAA,Audi A6 AVANT Advanced 40 TDI quattro 150(204) kW(CV) S tronic MY25,C,5.6,6.4,147.0,167.0,Gasóleo,,
5073 AAA,Audi A6 AVANT Advanced 45 TDI quattro 180(245) kW(CV) S tronic MY25,D,6.4,7.1,168.0,186.0,Gasóleo,,
5074 AAA,Audi A6 AVANT Black line 40 TDI 150(204) kW(CV) S tronic MY25,C,5.9,6.2,156.0,162.0,Gasóleo,,
5075 AAA,Audi A6 AVANT Black line 40 TDI quattro 150(204) kW(CV) S tronic MY25,C,6.1,6.4,159.0,167.0,Gasóleo,,
5076 AAA,Audi A6 AVANT Black line 45 TDI quattro 180(245) kW(CV) S tronic MY25,D,6.8,7.1,179.0,186.0,Gasóleo,,
5077 AAA,Audi A6 AVANT RS 6 Avant 441(600) kW(CV) tiptronic MY25,G,12.2,12.7,276.0,289.0,Gasóleo,,
5078 AAA,Audi A6 AVANT RS 6 Avant Performance 463(630) kW(CV) tiptronic MY25,G,12.2,12.7,277.0,289.0,Gasóleo,,
5079 AAA,Audi A6 AVANT S line 40 TDI 150(204) kW(CV) S tronic MY25,C,5.4,6.2,142.0,162.0,Gasóleo,,
5080 AAA,Audi A6 AVANT S line 40 TDI quattro 150(204) kW(CV) S tronic MY25,C,5.6,6.4,147.0,167.0,Gasóleo,,
5081 AAA,Audi A6 AVANT S line 45 TDI quattro 180(245) kW(CV) S tronic MY25,D,6.4,7.1,168.0,186.0,Gasóleo,,
5082 AAA,Audi A6 AVANT S6 TDI quattro 253 kW (344 CV) Triptonic 8 vel. S MY23,G,7.1,7.5,186.0,196.0,Gasóleo,253.0,253.0
5083 AAA,Audi A6 AVANT S6 TDI quattro 253 kW (344 CV) Triptonic 8 vel. S MY25,E,6.9,7.3,181.0,191.0,Gasóleo,253.0,253.0
5084 AAA,Audi A6 BERLINA 40 TDI 150 kW (204 CV) S tronic 7 vel. Sport MY22,B,5.4,5.7,142.0,149.0,Gasóleo,150.0,150.0
5085 AAA,Audi A6 BERLINA 40 TDI quattro-ultra 150 kW (204 CV) S tronic 7 vel. Sport MY22,B,5.6,5.6,148.0,148.0,Gasóleo,150.0,150.0
5086 AAA,Audi A6 Sedan 40 TDI 150 kW (204 CV) S tronic 7 vel. Básico MY23,B,5.1,6.0,134.0,156.0,Gasóleo,150.0,150.0
5087 AAA,Audi A6 Sedan 40 TDI 150 kW (204 CV) S tronic 7 vel. S line/Black line MY23,B,5.1,6.0,135.0,156.0,Gasóleo,150.0,150.0
5088 AAA,Audi A6 Sedan 40 TDI 150 kW (204 CV) S tronic 7 vel. Sport MY23,C,5.4,6.1,141.0,161.0,Gasóleo,150.0,150.0
5089 AAA,Audi A6 Sedan 40 TDI 150(204) kW(CV) S tronic MY25,B,5.3,5.7,138.0,148.0,Gasóleo,,
5090 AAA,Audi A6 Sedan 40 TDI quattro 150(204) kW(CV) S tronic MY25,C,5.5,5.8,143.0,152.0,Gasóleo,,
5091 AAA,Audi A6 Sedan 40 TDI quattro-ultra 150 kW (204 CV) S tronic 7 vel. Básico MY23,C,5.4,6.1,141.0,159.0,Gasóleo,150.0,150.0
5092 AAA,Audi A6 Sedan 40 TDI quattro-ultra 150 kW (204 CV) S tronic 7 vel. S line/Black line MY23,C,5.4,6.1,141.0,160.0,Gasóleo,150.0,150.0
5093 AAA,Audi A6 Sedan 40 TDI quattro-ultra 150 kW (204 CV) S tronic 7 vel. Sport MY23,B,5.1,6.0,135.0,156.0,Gasóleo,150.0,150.0
5094 AAA,Audi A6 Sedan 45 TDI quattro 180 kW (245 CV) S tronic 7 vel. S line/Black line MY23,D,6.2,6.9,162.0,181.0,Gasóleo,180.0,180.0
5095 AAA,Audi A6 Sedan 45 TDI quattro 180 kW (245 CV) S tronic 7 vel. Sport MY23,D,6.2,6.9,162.0,181.0,Gasóleo,180.0,180.0
5096 AAA,Audi A6 Sedan Advanced 40 TDI 150(204) kW(CV) S tronic MY25,B,5.2,6.0,136.0,157.0,Gasóleo,,
5097 AAA,Audi A6 Sedan Advanced 40 TDI quattro 150(204) kW(CV) S tronic MY25,C,5.4,6.2,142.0,161.0,Gasóleo,,
5098 AAA,Audi A6 Sedan Advanced 45 TDI quattro 180(245) kW(CV) S tronic MY25,D,6.2,6.9,162.0,181.0,Gasóleo,,
5099 AAA,Audi A6 Sedan Black line 40 TDI 150(204) kW(CV) S tronic MY25,C,5.7,6.0,151.0,157.0,Gasóleo,,
5100 AAA,Audi A6 Sedan Black line 40 TDI quattro 150(204) kW(CV) S tronic MY25,C,5.9,6.1,154.0,161.0,Gasóleo,,
5101 AAA,Audi A6 Sedan Black line 45 TDI quattro 180(245) kW(CV) S tronic MY25,D,6.7,6.9,175.0,180.0,Gasóleo,,
5102 AAA,Audi A6 Sedan S line 40 TDI 150(204) kW(CV) S tronic MY25,B,5.2,6.0,136.0,157.0,Gasóleo,,
5103 AAA,Audi A6 Sedan S line 40 TDI quattro 150(204) kW(CV) S tronic MY25,C,5.4,6.1,142.0,161.0,Gasóleo,,
5104 AAA,Audi A6 Sedan S line 45 TDI quattro 180(245) kW(CV) S tronic MY25,D,6.2,6.9,162.0,180.0,Gasóleo,,
5105 AAA,Audi A6 Sedan S6 TDI quattro 253 kW (344 CV) Triptonic 8 vel. S MY23,E,6.9,7.3,181.0,191.0,Gasóleo,253.0,253.0
5106 AAA,Audi A6 Sedan S6 TDI quattro 253 kW (344 CV) Triptonic 8 vel. S MY25,E,6.9,7.3,181.0,191.0,Gasóleo,253.0,253.0
5107 AAA,Audi A7 SPORTBACK 40 TDI 150 kW (204 CV) S tronic 7 vel. Basic MY23,B,5.3,6.1,138.0,159.0,Gasóleo,150.0,150.0
5108 AAA,Audi A7 SPORTBACK 40 TDI 150 kW (204 CV) S tronic 7 vel. S line/Black line MY23,B,5.3,6.1,138.0,159.0,Gasóleo,150.0,150.0
5109 AAA,Audi A7 SPORTBACK 40 TDI 150 kW (204 CV) S tronic MY19,C,5.4,6.2,141.0,163.0,Gasóleo,150.0,150.0
5110 AAA,Audi A7 SPORTBACK 40 TDI quattro 150 kW (204 CV) S tronic MY19,C,5.8,6.4,151.0,169.0,Gasóleo,150.0,150.0
5111 AAA,Audi A7 SPORTBACK 40 TDI quattro-ultra 150 kW (204 CV) S tronic 7 vel Basic MY23,C,5.5,6.3,144.0,165.0,Gasóleo,150.0,150.0
5112 AAA,Audi A7 SPORTBACK 40 TDI quattro-ultra 150 kW (204 CV) S tronic 7 vel. S line/Black line MY23,C,5.5,6.3,144.0,165.0,Gasóleo,150.0,150.0
5113 AAA,Audi A7 SPORTBACK 45 TDI quattro 170 kW (231 CV) tiptronic MY19,E,6.9,7.5,181.0,196.0,Gasóleo,170.0,170.0
5114 AAA,Audi A7 SPORTBACK 45 TDI quattro 180 kW (245 CV) Triptonic 8 vel. Basic MY23,D,6.3,7.0,164.0,183.0,Gasóleo,180.0,180.0
5115 AAA,Audi A7 SPORTBACK 45 TDI quattro 180 kW (245 CV) Triptonic 8 vel. S line/Black line MY23,D,6.3,7.0,164.0,183.0,Gasóleo,180.0,180.0
5116 AAA,Audi A7 SPORTBACK 50 TDI quattro 210 kW (286 CV) tiptronic MY19,E,6.9,7.5,181.0,197.0,Gasóleo,210.0,210.0
5117 AAA,Audi A7 SPORTBACK 50 TDI quattro 210 kW (286 CV) Triptronic 8 vel. S line/Black line MY23,D,6.4,7.0,168.0,184.0,Gasóleo,210.0,210.0
5118 AAA,Audi A7 SPORTBACK Black line 40 TDI 150(204) kW(CV) S tronic MY25,C,5.9,6.1,154.0,160.0,Gasóleo,,
5119 AAA,Audi A7 SPORTBACK Black line 40 TDI quattro 150(204) kW(CV) S tronic MY25,C,6.0,6.3,158.0,165.0,Gasóleo,,
5120 AAA,Audi A7 SPORTBACK Black line 45 TDI quattro 180(245) kW(CV) S tronic MY25,D,6.8,7.0,178.0,184.0,Gasóleo,,
5121 AAA,Audi A7 SPORTBACK Black line 50 TDI quattro 210(286) kW(CV) tiptronic MY25,D,6.8,7.0,178.0,184.0,Gasóleo,,
5122 AAA,Audi A7 SPORTBACK RS 7 Sportback 441(600) kW(CV) tiptronic MY25,G,12.0,12.6,273.0,285.0,Gasóleo,,
5123 AAA,Audi A7 SPORTBACK RS 7 Sportback performance 463(630) kW(CV) tiptronic MY25,G,12.1,12.6,275.0,285.0,Gasóleo,,
5124 AAA,Audi A7 SPORTBACK S line 40 TDI 150(204) kW(CV) S tronic MY25,C,5.8,6.1,153.0,160.0,Gasóleo,,
5125 AAA,Audi A7 SPORTBACK S line 40 TDI quattro 150(204) kW(CV) S tronic MY25,C,6.0,6.3,157.0,166.0,Gasóleo,,
5126 AAA,Audi A7 SPORTBACK S line 45 TDI quattro 180(245) kW(CV) S tronic MY25,D,6.8,7.0,177.0,184.0,Gasóleo,,
5127 AAA,Audi A7 SPORTBACK S line 50 TDI quattro 210(286) kW(CV) tiptronic MY25,D,6.8,7.0,177.0,184.0,Gasóleo,,
5128 AAA,Audi A7 SPORTBACK S7 Sportback TDI 253(344) kW(CV) tiptronic MY25,E,7.1,7.4,187.0,194.0,Gasóleo,,
5129 AAA,Audi A7 SPORTBACK S7 Sportback TDI quattro 253 kW (344 CV) Triptonic 8 vel. S MY23,E,7.1,7.4,187.0,194.0,Gasóleo,253.0,253.0
5130 AAA,Audi A8 50 TDI quattro 210 kW (286 CV) tiptronic MY19,D,6.9,7.2,182.0,189.0,Gasóleo,210.0,210.0
